date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:49:02	38047/38047	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:57:51%20GMT	https://nsdbytes.com/template/osam/dark/ui-tabs.html	D:/Plantillas/12/nsdbytes.com/template/osam/dark/ui-tabs.html	(from https://nsdbytes.com/template/osam/dark/index.html)
19:49:03	34418/34418	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:57:44%20GMT	https://nsdbytes.com/template/osam/dark/ui-buttons.html	D:/Plantillas/12/nsdbytes.com/template/osam/dark/ui-buttons.html	(from https://nsdbytes.com/template/osam/dark/index.html)
19:49:03	97277/97277	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:57:10%20GMT	https://nsdbytes.com/template/osam/dark/ui-icons.html	D:/Plantillas/12/nsdbytes.com/template/osam/dark/ui-icons.html	(from https://nsdbytes.com/template/osam/dark/index.html)
19:49:03	28266/28266	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:58:15%20GMT	https://nsdbytes.com/template/osam/dark/ui-notifications.html	D:/Plantillas/12/nsdbytes.com/template/osam/dark/ui-notifications.html	(from https://nsdbytes.com/template/osam/dark/index.html)
19:49:03	25790/25790	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:57:52%20GMT	https://nsdbytes.com/template/osam/dark/ui-colors.html	D:/Plantillas/12/nsdbytes.com/template/osam/dark/ui-colors.html	(from https://nsdbytes.com/template/osam/dark/index.html)
19:49:03	25407/25407	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:57:41%20GMT	https://nsdbytes.com/template/osam/dark/ui-dialogs.html	D:/Plantillas/12/nsdbytes.com/template/osam/dark/ui-dialogs.html	(from https://nsdbytes.com/template/osam/dark/index.html)
19:49:04	29393/29393	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:58:00%20GMT	https://nsdbytes.com/template/osam/dark/ui-list-group.html	D:/Plantillas/12/nsdbytes.com/template/osam/dark/ui-list-group.html	(from https://nsdbytes.com/template/osam/dark/index.html)
19:49:04	28085/28085	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:57:18%20GMT	https://nsdbytes.com/template/osam/dark/ui-media-object.html	D:/Plantillas/12/nsdbytes.com/template/osam/dark/ui-media-object.html	(from https://nsdbytes.com/template/osam/dark/index.html)
19:49:04	34850/34850	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:57:26%20GMT	https://nsdbytes.com/template/osam/dark/ui-modals.html	D:/Plantillas/12/nsdbytes.com/template/osam/dark/ui-modals.html	(from https://nsdbytes.com/template/osam/dark/index.html)
19:49:04	26474/26474	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:57:21%20GMT	https://nsdbytes.com/template/osam/dark/ui-nestable.html	D:/Plantillas/12/nsdbytes.com/template/osam/dark/ui-nestable.html	(from https://nsdbytes.com/template/osam/dark/index.html)
19:49:05	30622/30622	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:57:21%20GMT	https://nsdbytes.com/template/osam/dark/ui-progressbars.html	D:/Plantillas/12/nsdbytes.com/template/osam/dark/ui-progressbars.html	(from https://nsdbytes.com/template/osam/dark/index.html)
19:49:05	24678/24678	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:58:20%20GMT	https://nsdbytes.com/template/osam/dark/ui-range-sliders.html	D:/Plantillas/12/nsdbytes.com/template/osam/dark/ui-range-sliders.html	(from https://nsdbytes.com/template/osam/dark/index.html)
19:49:05	35645/35645	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:57:41%20GMT	https://nsdbytes.com/template/osam/dark/forms-basic.html	D:/Plantillas/12/nsdbytes.com/template/osam/dark/forms-basic.html	(from https://nsdbytes.com/template/osam/dark/index.html)
19:49:05	42748/42748	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:57:54%20GMT	https://nsdbytes.com/template/osam/dark/forms-advanced.html	D:/Plantillas/12/nsdbytes.com/template/osam/dark/forms-advanced.html	(from https://nsdbytes.com/template/osam/dark/index.html)
19:49:05	27832/27832	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:58:05%20GMT	https://nsdbytes.com/template/osam/dark/forms-validation.html	D:/Plantillas/12/nsdbytes.com/template/osam/dark/forms-validation.html	(from https://nsdbytes.com/template/osam/dark/index.html)
19:49:06	32952/32952	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:58:18%20GMT	https://nsdbytes.com/template/osam/dark/forms-wizard.html	D:/Plantillas/12/nsdbytes.com/template/osam/dark/forms-wizard.html	(from https://nsdbytes.com/template/osam/dark/index.html)
19:49:06	24480/24480	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:57:13%20GMT	https://nsdbytes.com/template/osam/dark/forms-dragdropupload.html	D:/Plantillas/12/nsdbytes.com/template/osam/dark/forms-dragdropupload.html	(from https://nsdbytes.com/template/osam/dark/index.html)
19:49:06	39364/39364	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:57:49%20GMT	https://nsdbytes.com/template/osam/dark/forms-cropping.html	D:/Plantillas/12/nsdbytes.com/template/osam/dark/forms-cropping.html	(from https://nsdbytes.com/template/osam/dark/index.html)
19:49:06	25560/25560	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:57:58%20GMT	https://nsdbytes.com/template/osam/dark/forms-summernote.html	D:/Plantillas/12/nsdbytes.com/template/osam/dark/forms-summernote.html	(from https://nsdbytes.com/template/osam/dark/index.html)
19:49:07	25246/25246	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:57:29%20GMT	https://nsdbytes.com/template/osam/dark/forms-editors.html	D:/Plantillas/12/nsdbytes.com/template/osam/dark/forms-editors.html	(from https://nsdbytes.com/template/osam/dark/index.html)
19:49:07	24245/24245	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:58:02%20GMT	https://nsdbytes.com/template/osam/dark/forms-markdown.html	D:/Plantillas/12/nsdbytes.com/template/osam/dark/forms-markdown.html	(from https://nsdbytes.com/template/osam/dark/index.html)
19:49:07	30408/30408	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:57:36%20GMT	https://nsdbytes.com/template/osam/dark/table-normal.html	D:/Plantillas/12/nsdbytes.com/template/osam/dark/table-normal.html	(from https://nsdbytes.com/template/osam/dark/index.html)
19:49:07	41374/41374	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:57:31%20GMT	https://nsdbytes.com/template/osam/dark/table-jquery-datatable.html	D:/Plantillas/12/nsdbytes.com/template/osam/dark/table-jquery-datatable.html	(from https://nsdbytes.com/template/osam/dark/index.html)
19:49:07	24413/24413	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:57:57%20GMT	https://nsdbytes.com/template/osam/dark/table-editable.html	D:/Plantillas/12/nsdbytes.com/template/osam/dark/table-editable.html	(from https://nsdbytes.com/template/osam/dark/index.html)
19:49:08	29443/29443	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:57:23%20GMT	https://nsdbytes.com/template/osam/dark/table-color.html	D:/Plantillas/12/nsdbytes.com/template/osam/dark/table-color.html	(from https://nsdbytes.com/template/osam/dark/index.html)
19:49:08	26530/26530	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:57:31%20GMT	https://nsdbytes.com/template/osam/dark/table-filter.html	D:/Plantillas/12/nsdbytes.com/template/osam/dark/table-filter.html	(from https://nsdbytes.com/template/osam/dark/index.html)
19:49:08	29966/29966	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:58:05%20GMT	https://nsdbytes.com/template/osam/dark/table-dragger.html	D:/Plantillas/12/nsdbytes.com/template/osam/dark/table-dragger.html	(from https://nsdbytes.com/template/osam/dark/index.html)
19:49:08	25686/25686	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:58:12%20GMT	https://nsdbytes.com/template/osam/dark/chart-c3.html	D:/Plantillas/12/nsdbytes.com/template/osam/dark/chart-c3.html	(from https://nsdbytes.com/template/osam/dark/index.html)
19:49:09	27878/27878	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:58:22%20GMT	https://nsdbytes.com/template/osam/dark/chart-morris.html	D:/Plantillas/12/nsdbytes.com/template/osam/dark/chart-morris.html	(from https://nsdbytes.com/template/osam/dark/index.html)
19:49:09	27011/27011	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:57:33%20GMT	https://nsdbytes.com/template/osam/dark/chart-flot.html	D:/Plantillas/12/nsdbytes.com/template/osam/dark/chart-flot.html	(from https://nsdbytes.com/template/osam/dark/index.html)
19:49:09	28817/28817	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:58:17%20GMT	https://nsdbytes.com/template/osam/dark/chart-chartjs.html	D:/Plantillas/12/nsdbytes.com/template/osam/dark/chart-chartjs.html	(from https://nsdbytes.com/template/osam/dark/index.html)
19:49:09	28055/28055	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:57:09%20GMT	https://nsdbytes.com/template/osam/dark/chart-jquery-knob.html	D:/Plantillas/12/nsdbytes.com/template/osam/dark/chart-jquery-knob.html	(from https://nsdbytes.com/template/osam/dark/index.html)
19:49:09	25523/25523	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:57:55%20GMT	https://nsdbytes.com/template/osam/dark/chart-sparkline.html	D:/Plantillas/12/nsdbytes.com/template/osam/dark/chart-sparkline.html	(from https://nsdbytes.com/template/osam/dark/index.html)
19:49:10	51109/51109	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:57:26%20GMT	https://nsdbytes.com/template/osam/dark/widgets.html	D:/Plantillas/12/nsdbytes.com/template/osam/dark/widgets.html	(from https://nsdbytes.com/template/osam/dark/index.html)
19:49:10	2813/2813	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:58:06%20GMT	https://nsdbytes.com/template/osam/dark/page-register.html	D:/Plantillas/12/nsdbytes.com/template/osam/dark/page-register.html	(from https://nsdbytes.com/template/osam/dark/index.html)
19:49:10	2651/2651	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:57:28%20GMT	https://nsdbytes.com/template/osam/dark/page-forgot-password.html	D:/Plantillas/12/nsdbytes.com/template/osam/dark/page-forgot-password.html	(from https://nsdbytes.com/template/osam/dark/index.html)
19:49:10	2659/2659	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:58:10%20GMT	https://nsdbytes.com/template/osam/dark/page-404.html	D:/Plantillas/12/nsdbytes.com/template/osam/dark/page-404.html	(from https://nsdbytes.com/template/osam/dark/index.html)
19:49:11	23570/23570	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:57:16%20GMT	https://nsdbytes.com/template/osam/dark/page-blank.html	D:/Plantillas/12/nsdbytes.com/template/osam/dark/page-blank.html	(from https://nsdbytes.com/template/osam/dark/index.html)
19:49:11	25636/25636	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:57:49%20GMT	https://nsdbytes.com/template/osam/dark/page-search-results.html	D:/Plantillas/12/nsdbytes.com/template/osam/dark/page-search-results.html	(from https://nsdbytes.com/template/osam/dark/index.html)
19:49:11	26184/26184	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:57:39%20GMT	https://nsdbytes.com/template/osam/dark/page-gallery.html	D:/Plantillas/12/nsdbytes.com/template/osam/dark/page-gallery.html	(from https://nsdbytes.com/template/osam/dark/index.html)
19:49:11	24042/24042	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:58:00%20GMT	https://nsdbytes.com/template/osam/dark/page-pricing.html	D:/Plantillas/12/nsdbytes.com/template/osam/dark/page-pricing.html	(from https://nsdbytes.com/template/osam/dark/index.html)
19:49:11	21031/21031	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:57:46%20GMT	https://nsdbytes.com/template/osam/dark/map-jvectormap.html	D:/Plantillas/12/nsdbytes.com/template/osam/dark/map-jvectormap.html	(from https://nsdbytes.com/template/osam/dark/index.html)
19:49:12	156911/156911	---M-Z	200	added ('OK')	application/x-javascript	etag:%22264ef-5f3ceaff-7f91dda54475350e;gz%22	https://nsdbytes.com/template/osam/dark/assets/bundles/libscripts.bundle.js	D:/Plantillas/12/nsdbytes.com/template/osam/dark/assets/bundles/libscripts.bundle.js	(from https://nsdbytes.com/template/osam/dark/index.html)
19:49:12	77589/77589	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2212f15-5f3ceaf6-d768cff1eed6474c;gz%22	https://nsdbytes.com/template/osam/dark/assets/bundles/vendorscripts.bundle.js	D:/Plantillas/12/nsdbytes.com/template/osam/dark/assets/bundles/vendorscripts.bundle.js	(from https://nsdbytes.com/template/osam/dark/index.html)
19:49:12	337328/337328	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22525b0-5f3ceaf8-5df7c30c276e8864;gz%22	https://nsdbytes.com/template/osam/dark/assets/bundles/c3.bundle.js	D:/Plantillas/12/nsdbytes.com/template/osam/dark/assets/bundles/c3.bundle.js	(from https://nsdbytes.com/template/osam/dark/index.html)
19:49:12	232507/232507	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2238c3b-5f3ceb04-2049fa7496eca54;gz%22	https://nsdbytes.com/template/osam/dark/assets/bundles/chartist.bundle.js	D:/Plantillas/12/nsdbytes.com/template/osam/dark/assets/bundles/chartist.bundle.js	(from https://nsdbytes.com/template/osam/dark/index.html)
19:49:12	10600/10600	---M-Z	200	added ('OK')	application/x-javascript	etag:%222968-5f3ceaf2-bead1e6e71929112;gz%22	https://nsdbytes.com/template/osam/dark/assets/bundles/knob.bundle.js	D:/Plantillas/12/nsdbytes.com/template/osam/dark/assets/bundles/knob.bundle.js	(from https://nsdbytes.com/template/osam/dark/index.html)
19:49:13	5026/5026	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2213a2-5f3ceaf4-991cd9a5963e80fa;gz%22	https://nsdbytes.com/template/osam/dark/assets/bundles/mainscripts.bundle.js	D:/Plantillas/12/nsdbytes.com/template/osam/dark/assets/bundles/mainscripts.bundle.js	(from https://nsdbytes.com/template/osam/dark/index.html)
19:49:13	5791/5791	---M-Z	200	added ('OK')	application/x-javascript	etag:%22169f-5f3ceae3-23c5d482bbe0f6c7;gz%22	https://nsdbytes.com/template/osam/dark/assets/js/index.js	D:/Plantillas/12/nsdbytes.com/template/osam/dark/assets/js/index.js	(from https://nsdbytes.com/template/osam/dark/index.html)
19:49:13	1150/1150	---MCZ	200	added ('OK')	image/x-icon	etag:W/%2247e-5f3ce9bb-b1e6a1eaac28f8f3;;;%22	https://nsdbytes.com/template/osam/fluid/favicon.ico	D:/Plantillas/12/nsdbytes.com/template/osam/fluid/favicon.ico	(from https://nsdbytes.com/template/osam/fluid/index.html)
19:49:13	136897/136897	---M-Z	200	added ('OK')	text/css	etag:%22216c1-5f3ceb08-590fc563f8b82aa9;gz%22	https://nsdbytes.com/template/osam/fluid/assets/css/site.min.css	D:/Plantillas/12/nsdbytes.com/template/osam/fluid/assets/css/site.min.css	(from https://nsdbytes.com/template/osam/fluid/index.html)
19:49:14	43615/43615	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:59:29%20GMT	https://nsdbytes.com/template/osam/fluid/page-social.html	D:/Plantillas/12/nsdbytes.com/template/osam/fluid/page-social.html	(from https://nsdbytes.com/template/osam/fluid/index.html)
19:49:14	30764/30764	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:58:52%20GMT	https://nsdbytes.com/template/osam/fluid/page-news.html	D:/Plantillas/12/nsdbytes.com/template/osam/fluid/page-news.html	(from https://nsdbytes.com/template/osam/fluid/index.html)
19:49:14	3156/3156	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:58:30%20GMT	https://nsdbytes.com/template/osam/fluid/page-login.html	D:/Plantillas/12/nsdbytes.com/template/osam/fluid/page-login.html	(from https://nsdbytes.com/template/osam/fluid/index.html)
19:49:14	27746/27746	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:59:32%20GMT	https://nsdbytes.com/template/osam/fluid/app-inbox.html	D:/Plantillas/12/nsdbytes.com/template/osam/fluid/app-inbox.html	(from https://nsdbytes.com/template/osam/fluid/index.html)
19:49:15	25973/25973	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:58:31%20GMT	https://nsdbytes.com/template/osam/fluid/app-chat.html	D:/Plantillas/12/nsdbytes.com/template/osam/fluid/app-chat.html	(from https://nsdbytes.com/template/osam/fluid/index.html)
19:49:15	26814/26814	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:59:40%20GMT	https://nsdbytes.com/template/osam/fluid/app-calendar.html	D:/Plantillas/12/nsdbytes.com/template/osam/fluid/app-calendar.html	(from https://nsdbytes.com/template/osam/fluid/index.html)
19:49:15	38119/38119	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:59:35%20GMT	https://nsdbytes.com/template/osam/fluid/page-profile.html	D:/Plantillas/12/nsdbytes.com/template/osam/fluid/page-profile.html	(from https://nsdbytes.com/template/osam/fluid/index.html)
19:49:15	29762/29762	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:58:57%20GMT	https://nsdbytes.com/template/osam/fluid/page-invoices.html	D:/Plantillas/12/nsdbytes.com/template/osam/fluid/page-invoices.html	(from https://nsdbytes.com/template/osam/fluid/index.html)
19:49:15	23785/23785	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:59:26%20GMT	https://nsdbytes.com/template/osam/fluid/page-timeline.html	D:/Plantillas/12/nsdbytes.com/template/osam/fluid/page-timeline.html	(from https://nsdbytes.com/template/osam/fluid/index.html)
19:49:16	34429/34429	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:59:04%20GMT	https://nsdbytes.com/template/osam/fluid/ui-helper-class.html	D:/Plantillas/12/nsdbytes.com/template/osam/fluid/ui-helper-class.html	(from https://nsdbytes.com/template/osam/fluid/index.html)
19:49:16	39570/39570	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:59:05%20GMT	https://nsdbytes.com/template/osam/fluid/ui-bootstrap.html	D:/Plantillas/12/nsdbytes.com/template/osam/fluid/ui-bootstrap.html	(from https://nsdbytes.com/template/osam/fluid/index.html)
19:49:16	28333/28333	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:58:42%20GMT	https://nsdbytes.com/template/osam/fluid/ui-typography.html	D:/Plantillas/12/nsdbytes.com/template/osam/fluid/ui-typography.html	(from https://nsdbytes.com/template/osam/fluid/index.html)
19:49:16	35312/35312	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:59:10%20GMT	https://nsdbytes.com/template/osam/fluid/ui-tabs.html	D:/Plantillas/12/nsdbytes.com/template/osam/fluid/ui-tabs.html	(from https://nsdbytes.com/template/osam/fluid/index.html)
19:49:17	35129/35129	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:59:02%20GMT	https://nsdbytes.com/template/osam/fluid/ui-buttons.html	D:/Plantillas/12/nsdbytes.com/template/osam/fluid/ui-buttons.html	(from https://nsdbytes.com/template/osam/fluid/index.html)
19:49:17	97375/97375	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:58:28%20GMT	https://nsdbytes.com/template/osam/fluid/ui-icons.html	D:/Plantillas/12/nsdbytes.com/template/osam/fluid/ui-icons.html	(from https://nsdbytes.com/template/osam/fluid/index.html)
19:49:17	28362/28362	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:59:34%20GMT	https://nsdbytes.com/template/osam/fluid/ui-notifications.html	D:/Plantillas/12/nsdbytes.com/template/osam/fluid/ui-notifications.html	(from https://nsdbytes.com/template/osam/fluid/index.html)
19:49:17	25885/25885	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:59:11%20GMT	https://nsdbytes.com/template/osam/fluid/ui-colors.html	D:/Plantillas/12/nsdbytes.com/template/osam/fluid/ui-colors.html	(from https://nsdbytes.com/template/osam/fluid/index.html)
19:49:17	25507/25507	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:58:59%20GMT	https://nsdbytes.com/template/osam/fluid/ui-dialogs.html	D:/Plantillas/12/nsdbytes.com/template/osam/fluid/ui-dialogs.html	(from https://nsdbytes.com/template/osam/fluid/index.html)
19:49:18	29493/29493	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:59:19%20GMT	https://nsdbytes.com/template/osam/fluid/ui-list-group.html	D:/Plantillas/12/nsdbytes.com/template/osam/fluid/ui-list-group.html	(from https://nsdbytes.com/template/osam/fluid/index.html)
19:49:18	28113/28113	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:58:37%20GMT	https://nsdbytes.com/template/osam/fluid/ui-media-object.html	D:/Plantillas/12/nsdbytes.com/template/osam/fluid/ui-media-object.html	(from https://nsdbytes.com/template/osam/fluid/index.html)
19:49:18	34948/34948	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:58:45%20GMT	https://nsdbytes.com/template/osam/fluid/ui-modals.html	D:/Plantillas/12/nsdbytes.com/template/osam/fluid/ui-modals.html	(from https://nsdbytes.com/template/osam/fluid/index.html)
19:49:18	28452/28452	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:58:40%20GMT	https://nsdbytes.com/template/osam/fluid/ui-nestable.html	D:/Plantillas/12/nsdbytes.com/template/osam/fluid/ui-nestable.html	(from https://nsdbytes.com/template/osam/fluid/index.html)
19:49:19	30722/30722	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:58:40%20GMT	https://nsdbytes.com/template/osam/fluid/ui-progressbars.html	D:/Plantillas/12/nsdbytes.com/template/osam/fluid/ui-progressbars.html	(from https://nsdbytes.com/template/osam/fluid/index.html)
19:49:19	24776/24776	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:59:39%20GMT	https://nsdbytes.com/template/osam/fluid/ui-range-sliders.html	D:/Plantillas/12/nsdbytes.com/template/osam/fluid/ui-range-sliders.html	(from https://nsdbytes.com/template/osam/fluid/index.html)
19:49:19	35744/35744	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:59:01%20GMT	https://nsdbytes.com/template/osam/fluid/forms-basic.html	D:/Plantillas/12/nsdbytes.com/template/osam/fluid/forms-basic.html	(from https://nsdbytes.com/template/osam/fluid/index.html)
19:49:19	42852/42852	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:59:14%20GMT	https://nsdbytes.com/template/osam/fluid/forms-advanced.html	D:/Plantillas/12/nsdbytes.com/template/osam/fluid/forms-advanced.html	(from https://nsdbytes.com/template/osam/fluid/index.html)
19:49:19	27930/27930	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:59:24%20GMT	https://nsdbytes.com/template/osam/fluid/forms-validation.html	D:/Plantillas/12/nsdbytes.com/template/osam/fluid/forms-validation.html	(from https://nsdbytes.com/template/osam/fluid/index.html)
19:49:20	33048/33048	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:59:37%20GMT	https://nsdbytes.com/template/osam/fluid/forms-wizard.html	D:/Plantillas/12/nsdbytes.com/template/osam/fluid/forms-wizard.html	(from https://nsdbytes.com/template/osam/fluid/index.html)
19:49:20	24577/24577	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:58:33%20GMT	https://nsdbytes.com/template/osam/fluid/forms-dragdropupload.html	D:/Plantillas/12/nsdbytes.com/template/osam/fluid/forms-dragdropupload.html	(from https://nsdbytes.com/template/osam/fluid/index.html)
19:49:20	39459/39459	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:59:08%20GMT	https://nsdbytes.com/template/osam/fluid/forms-cropping.html	D:/Plantillas/12/nsdbytes.com/template/osam/fluid/forms-cropping.html	(from https://nsdbytes.com/template/osam/fluid/index.html)
19:49:20	25658/25658	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:59:17%20GMT	https://nsdbytes.com/template/osam/fluid/forms-summernote.html	D:/Plantillas/12/nsdbytes.com/template/osam/fluid/forms-summernote.html	(from https://nsdbytes.com/template/osam/fluid/index.html)
19:49:20	25344/25344	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:58:48%20GMT	https://nsdbytes.com/template/osam/fluid/forms-editors.html	D:/Plantillas/12/nsdbytes.com/template/osam/fluid/forms-editors.html	(from https://nsdbytes.com/template/osam/fluid/index.html)
19:49:21	24342/24342	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:59:21%20GMT	https://nsdbytes.com/template/osam/fluid/forms-markdown.html	D:/Plantillas/12/nsdbytes.com/template/osam/fluid/forms-markdown.html	(from https://nsdbytes.com/template/osam/fluid/index.html)
19:49:21	30558/30558	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:58:55%20GMT	https://nsdbytes.com/template/osam/fluid/table-normal.html	D:/Plantillas/12/nsdbytes.com/template/osam/fluid/table-normal.html	(from https://nsdbytes.com/template/osam/fluid/index.html)
19:49:21	41473/41473	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:58:49%20GMT	https://nsdbytes.com/template/osam/fluid/table-jquery-datatable.html	D:/Plantillas/12/nsdbytes.com/template/osam/fluid/table-jquery-datatable.html	(from https://nsdbytes.com/template/osam/fluid/index.html)
19:49:21	24510/24510	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:59:16%20GMT	https://nsdbytes.com/template/osam/fluid/table-editable.html	D:/Plantillas/12/nsdbytes.com/template/osam/fluid/table-editable.html	(from https://nsdbytes.com/template/osam/fluid/index.html)
19:49:22	29537/29537	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:58:42%20GMT	https://nsdbytes.com/template/osam/fluid/table-color.html	D:/Plantillas/12/nsdbytes.com/template/osam/fluid/table-color.html	(from https://nsdbytes.com/template/osam/fluid/index.html)
19:49:22	26627/26627	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:58:50%20GMT	https://nsdbytes.com/template/osam/fluid/table-filter.html	D:/Plantillas/12/nsdbytes.com/template/osam/fluid/table-filter.html	(from https://nsdbytes.com/template/osam/fluid/index.html)
19:49:22	30063/30063	---MCZ	200	added ('OK')	text/html	date:Wed,%2019%20Aug%202020%2008:59:24%20GMT	https://nsdbytes.com/template/osam/fluid/table-dragger.html	D:/Plantillas/12/nsdbytes.com/template/osam/fluid/table-dragger.html	(from https://nsdbytes.com/template/osam/fluid/index.html)
